,production_line,number_of_components,components,times_component_used,connection_key_category,connection_key_numeric,connection_key_date
1518,L1_S24_F1292,4,T1372,7,1241292,1241291,1241293
1519,L1_S24_F1292,4,T8651776,3,1241292,1241291,1241293
1520,L1_S24_F1292,4,T618624,1,1241292,1241291,1241293
1521,L1_S24_F1294,1,T1,22,1241294,1241293,1241295
1522,L1_S24_F1296,1,T1,13563,1241296,1241295,1241297
1523,L1_S24_F1297,4,T8389632,11,1241297,1241296,1241298
1524,L1_S24_F1297,4,T1372,7,1241297,1241296,1241298
1525,L1_S24_F1297,4,T8651776,3,1241297,1241296,1241298
1526,L1_S24_F1297,4,T618624,1,1241297,1241296,1241298
1527,L1_S24_F1299,1,T1,22,1241299,1241298,1241300
1528,L1_S24_F1301,1,T1,13563,1241301,1241300,1241302
1529,L1_S24_F1302,4,T8389632,11,1241302,1241301,1241303
1530,L1_S24_F1302,4,T1372,7,1241302,1241301,1241303
1531,L1_S24_F1302,4,T8651776,3,1241302,1241301,1241303
1532,L1_S24_F1302,4,T618624,1,1241302,1241301,1241303
1533,L1_S24_F1304,1,T1,22,1241304,1241303,1241305
1534,L1_S24_F1306,1,T1,13563,1241306,1241305,1241307
1535,L1_S24_F1307,4,T8389632,11,1241307,1241306,1241308
1536,L1_S24_F1307,4,T1372,7,1241307,1241306,1241308
1537,L1_S24_F1307,4,T8651776,3,1241307,1241306,1241308
1538,L1_S24_F1307,4,T618624,1,1241307,1241306,1241308
1539,L1_S24_F1308,1,T1,22,1241308,1241307,1241309
1540,L1_S24_F1310,1,T1,13563,1241310,1241309,1241311
1541,L1_S24_F1311,4,T8389632,11,1241311,1241310,1241312
1542,L1_S24_F1311,4,T1372,7,1241311,1241310,1241312
1543,L1_S24_F1311,4,T8651776,3,1241311,1241310,1241312
1544,L1_S24_F1311,4,T618624,1,1241311,1241310,1241312
1545,L1_S24_F1312,1,T1,22,1241312,1241311,1241313
1546,L1_S24_F1314,1,T1,13563,1241314,1241313,1241315
1547,L1_S24_F1315,4,T8389632,11,1241315,1241314,1241316
1548,L1_S24_F1315,4,T1372,7,1241315,1241314,1241316
1549,L1_S24_F1315,4,T8651776,3,1241315,1241314,1241316
1550,L1_S24_F1315,4,T618624,1,1241315,1241314,1241316
1551,L1_S24_F1317,1,T1,22,1241317,1241316,1241318
1552,L1_S24_F1319,1,T1,13563,1241319,1241318,1241320
1553,L1_S24_F1320,4,T8389632,11,1241320,1241319,1241321
1554,L1_S24_F1320,4,T1372,7,1241320,1241319,1241321
1555,L1_S24_F1320,4,T8651776,3,1241320,1241319,1241321
1556,L1_S24_F1320,4,T618624,1,1241320,1241319,1241321
1557,L1_S24_F1322,1,T1,22,1241322,1241321,1241323
1558,L1_S24_F1324,1,T1,13563,1241324,1241323,1241325
1559,L1_S24_F1325,4,T8389632,11,1241325,1241324,1241326
1560,L1_S24_F1325,4,T1372,7,1241325,1241324,1241326
1561,L1_S24_F1325,4,T8651776,3,1241325,1241324,1241326
1562,L1_S24_F1325,4,T618624,1,1241325,1241324,1241326
1563,L1_S24_F1327,1,T1,22,1241327,1241326,1241328
1564,L1_S24_F1329,1,T1,13563,1241329,1241328,1241330
1565,L1_S24_F1330,4,T8389632,11,1241330,1241329,1241331
1566,L1_S24_F1330,4,T1372,7,1241330,1241329,1241331
1567,L1_S24_F1330,4,T8651776,3,1241330,1241329,1241331
1568,L1_S24_F1330,4,T618624,1,1241330,1241329,1241331
1569,L1_S24_F1332,1,T1,22,1241332,1241331,1241333
1570,L1_S24_F1334,1,T1,13563,1241334,1241333,1241335
1571,L1_S24_F1335,4,T8389632,11,1241335,1241334,1241336
1572,L1_S24_F1335,4,T1372,7,1241335,1241334,1241336
1573,L1_S24_F1335,4,T8651776,3,1241335,1241334,1241336
1574,L1_S24_F1335,4,T618624,1,1241335,1241334,1241336
1575,L1_S24_F1337,1,T1,22,1241337,1241336,1241338
1576,L1_S24_F1339,1,T1,13563,1241339,1241338,1241340
1577,L1_S24_F1340,4,T8389632,11,1241340,1241339,1241341
1578,L1_S24_F1340,4,T1372,7,1241340,1241339,1241341
1579,L1_S24_F1340,4,T8651776,3,1241340,1241339,1241341
1580,L1_S24_F1340,4,T618624,1,1241340,1241339,1241341
1581,L1_S24_F1342,1,T1,22,1241342,1241341,1241343
1582,L1_S24_F1344,1,T1,13563,1241344,1241343,1241345
1583,L1_S24_F1345,4,T8389632,11,1241345,1241344,1241346
1584,L1_S24_F1345,4,T1372,7,1241345,1241344,1241346
1585,L1_S24_F1345,4,T8651776,3,1241345,1241344,1241346
1586,L1_S24_F1345,4,T618624,1,1241345,1241344,1241346
1587,L1_S24_F1347,1,T1,22,1241347,1241346,1241348
1588,L1_S24_F1349,1,T1,13563,1241349,1241348,1241350
1589,L1_S24_F1350,4,T8389632,11,1241350,1241349,1241351
1590,L1_S24_F1350,4,T1372,7,1241350,1241349,1241351
1591,L1_S24_F1350,4,T8651776,3,1241350,1241349,1241351
1592,L1_S24_F1350,4,T618624,1,1241350,1241349,1241351
1593,L1_S24_F1352,1,T1,22,1241352,1241351,1241353
1594,L1_S24_F1354,1,T1,13563,1241354,1241353,1241355
1595,L1_S24_F1355,4,T8389632,11,1241355,1241354,1241356
1596,L1_S24_F1355,4,T1372,7,1241355,1241354,1241356
1597,L1_S24_F1355,4,T8651776,3,1241355,1241354,1241356
1598,L1_S24_F1355,4,T618624,1,1241355,1241354,1241356
1599,L1_S24_F1357,1,T1,22,1241357,1241356,1241358
1600,L1_S24_F1359,1,T1,13563,1241359,1241358,1241360
1601,L1_S24_F1360,4,T8389632,11,1241360,1241359,1241361
1602,L1_S24_F1360,4,T1372,7,1241360,1241359,1241361
1603,L1_S24_F1360,4,T8651776,3,1241360,1241359,1241361
1604,L1_S24_F1360,4,T618624,1,1241360,1241359,1241361
1605,L1_S24_F1362,1,T1,22,1241362,1241361,1241363
1606,L1_S24_F1364,1,T1,13563,1241364,1241363,1241365
1607,L1_S24_F1365,4,T8389632,11,1241365,1241364,1241366
1608,L1_S24_F1365,4,T1372,7,1241365,1241364,1241366
1609,L1_S24_F1365,4,T8651776,3,1241365,1241364,1241366
1610,L1_S24_F1365,4,T618624,1,1241365,1241364,1241366
1611,L1_S24_F1367,1,T1,1,1241367,1241366,1241368
1612,L1_S24_F1369,1,T1,1,1241369,1241368,1241370
1613,L1_S24_F1370,1,T33554432,1,1241370,1241369,1241371
1614,L1_S24_F1372,1,T1,1,1241372,1241371,1241373
1615,L1_S24_F1374,1,T1,1,1241374,1241373,1241375
1616,L1_S24_F1375,1,T33554432,1,1241375,1241374,1241376
1617,L1_S24_F1377,1,T1,1,1241377,1241376,1241378
1618,L1_S24_F1379,1,T1,1,1241379,1241378,1241380
1619,L1_S24_F1380,1,T33554432,1,1241380,1241379,1241381
1620,L1_S24_F1382,1,T1,1,1241382,1241381,1241383
1621,L1_S24_F1384,1,T1,1,1241384,1241383,1241385
1622,L1_S24_F1385,1,T33554432,1,1241385,1241384,1241386
1623,L1_S24_F1387,1,T1,1,1241387,1241386,1241388
1624,L1_S24_F1389,1,T1,1,1241389,1241388,1241390
1625,L1_S24_F1390,1,T33554432,1,1241390,1241389,1241391
1626,L1_S24_F1392,1,T1,1,1241392,1241391,1241393
1627,L1_S24_F1394,1,T1,1,1241394,1241393,1241395
1628,L1_S24_F1395,1,T33554432,1,1241395,1241394,1241396
1629,L1_S24_F1397,1,T1,1,1241397,1241396,1241398
1630,L1_S24_F1399,1,T1,1,1241399,1241398,1241400
1631,L1_S24_F1400,1,T33554432,1,1241400,1241399,1241401
1632,L1_S24_F1402,1,T1,1,1241402,1241401,1241403
1633,L1_S24_F1404,1,T1,1,1241404,1241403,1241405
1634,L1_S24_F1405,1,T33554432,1,1241405,1241404,1241406
1635,L1_S24_F1407,1,T1,1,1241407,1241406,1241408
1636,L1_S24_F1409,1,T1,1,1241409,1241408,1241410
1637,L1_S24_F1410,1,T33554432,1,1241410,1241409,1241411
1638,L1_S24_F1412,1,T1,3,1241412,1241411,1241413
1639,L1_S24_F1414,1,T1,2,1241414,1241413,1241415
1640,L1_S24_F1415,3,T134217728,1,1241415,1241414,1241416
1641,L1_S24_F1415,3,T4,1,1241415,1241414,1241416
1642,L1_S24_F1415,3,T33554432,1,1241415,1241414,1241416
1643,L1_S24_F1417,1,T1,3,1241417,1241416,1241418
1644,L1_S24_F1419,1,T1,2,1241419,1241418,1241420
1645,L1_S24_F1420,3,T134217728,1,1241420,1241419,1241421
1646,L1_S24_F1420,3,T33554432,1,1241420,1241419,1241421
1647,L1_S24_F1420,3,T4,1,1241420,1241419,1241421
1648,L1_S24_F1422,1,T1,3,1241422,1241421,1241423
1649,L1_S24_F1424,1,T1,2,1241424,1241423,1241425
1650,L1_S24_F1425,3,T33554432,1,1241425,1241424,1241426
1651,L1_S24_F1425,3,T134217728,1,1241425,1241424,1241426
1652,L1_S24_F1425,3,T4,1,1241425,1241424,1241426
1653,L1_S24_F1427,1,T1,3,1241427,1241426,1241428
1654,L1_S24_F1429,1,T1,2,1241429,1241428,1241430
1655,L1_S24_F1430,3,T4,1,1241430,1241429,1241431
1656,L1_S24_F1430,3,T134217728,1,1241430,1241429,1241431
1657,L1_S24_F1430,3,T33554432,1,1241430,1241429,1241431
1658,L1_S24_F1432,1,T1,3,1241432,1241431,1241433
1659,L1_S24_F1434,1,T1,2,1241434,1241433,1241435
1660,L1_S24_F1435,3,T134217728,1,1241435,1241434,1241436
1661,L1_S24_F1435,3,T4,1,1241435,1241434,1241436
1662,L1_S24_F1435,3,T33554432,1,1241435,1241434,1241436
1663,L1_S24_F1437,1,T1,3,1241437,1241436,1241438
1664,L1_S24_F1439,1,T1,2,1241439,1241438,1241440
1665,L1_S24_F1440,3,T4,1,1241440,1241439,1241441
1666,L1_S24_F1440,3,T33554432,1,1241440,1241439,1241441
1667,L1_S24_F1440,3,T134217728,1,1241440,1241439,1241441
1668,L1_S24_F1442,1,T1,3,1241442,1241441,1241443
1669,L1_S24_F1444,1,T1,2,1241444,1241443,1241445
1670,L1_S24_F1445,3,T4,1,1241445,1241444,1241446
1671,L1_S24_F1445,3,T134217728,1,1241445,1241444,1241446
1672,L1_S24_F1445,3,T33554432,1,1241445,1241444,1241446
1673,L1_S24_F1447,1,T1,3,1241447,1241446,1241448
1674,L1_S24_F1449,1,T1,2,1241449,1241448,1241450
1675,L1_S24_F1450,3,T4,1,1241450,1241449,1241451
1676,L1_S24_F1450,3,T33554432,1,1241450,1241449,1241451
1677,L1_S24_F1450,3,T134217728,1,1241450,1241449,1241451
1678,L1_S24_F1452,1,T1,3,1241452,1241451,1241453
1679,L1_S24_F1454,1,T1,2,1241454,1241453,1241455
1680,L1_S24_F1455,3,T33554432,1,1241455,1241454,1241456
1681,L1_S24_F1455,3,T4,1,1241455,1241454,1241456
1682,L1_S24_F1455,3,T134217728,1,1241455,1241454,1241456
1683,L1_S24_F1456,1,T1,28,1241456,1241455,1241457
1684,L1_S24_F1458,1,T-2147483648,28,1241458,1241457,1241459
1685,L1_S24_F1459,1,T3,27152,1241459,1241458,1241460
1686,L1_S24_F1460,1,T1,28,1241460,1241459,1241461
1687,L1_S24_F1462,1,T-2147483648,28,1241462,1241461,1241463
1688,L1_S24_F1464,1,T1,28,1241464,1241463,1241465
1689,L1_S24_F1466,1,T-2147483648,28,1241466,1241465,1241467
1690,L1_S24_F1468,1,T1,28,1241468,1241467,1241469
1691,L1_S24_F1470,1,T-2147483648,28,1241470,1241469,1241471
1692,L1_S24_F1471,1,T1,28,1241471,1241470,1241472
1693,L1_S24_F1473,1,T-2147483648,28,1241473,1241472,1241474
1694,L1_S24_F1475,1,T1,28,1241475,1241474,1241476
1695,L1_S24_F1477,1,T-2147483648,28,1241477,1241476,1241478
1696,L1_S24_F1479,1,T1,28,1241479,1241478,1241480
1697,L1_S24_F1481,1,T-2147483648,28,1241481,1241480,1241482
1698,L1_S24_F1483,1,T1,28,1241483,1241482,1241484
1699,L1_S24_F1485,1,T-2147483648,28,1241485,1241484,1241486
1700,L1_S24_F1487,1,T1,28,1241487,1241486,1241488
1701,L1_S24_F1489,1,T-2147483648,28,1241489,1241488,1241490
1702,L1_S24_F1491,1,T1,28,1241491,1241490,1241492
1703,L1_S24_F1493,1,T-2147483648,28,1241493,1241492,1241494
1704,L1_S24_F1495,1,T1,28,1241495,1241494,1241496
1705,L1_S24_F1497,1,T-2147483648,28,1241497,1241496,1241498
1706,L1_S24_F1499,1,T1,28,1241499,1241498,1241500
1707,L1_S24_F1501,1,T-2147483648,28,1241501,1241500,1241502
1708,L1_S24_F1503,1,T1,28,1241503,1241502,1241504
1709,L1_S24_F1505,1,T-2147483648,28,1241505,1241504,1241506
1710,L1_S24_F1507,1,T1,28,1241507,1241506,1241508
1711,L1_S24_F1509,1,T-2147483648,28,1241509,1241508,1241510
1712,L1_S24_F1510,5,T3,122544,1241510,1241509,1241511
1713,L1_S24_F1510,5,T2,8654,1241510,1241509,1241511
1714,L1_S24_F1510,5,T4,1455,1241510,1241509,1241511
1715,L1_S24_F1510,5,T1,175,1241510,1241509,1241511
1716,L1_S24_F1510,5,T5,79,1241510,1241509,1241511
1717,L1_S24_F1521,1,T1,6,1241521,1241520,1241522
1718,L1_S24_F1523,1,T1,132572,1241523,1241522,1241524
1719,L1_S24_F1524,1,T-2147483648,6,1241524,1241523,1241525
1720,L1_S24_F1525,5,T3,124053,1241525,1241524,1241526
1721,L1_S24_F1525,5,T2,6630,1241525,1241524,1241526
1722,L1_S24_F1525,5,T4,1490,1241525,1241524,1241526
1723,L1_S24_F1525,5,T1,320,1241525,1241524,1241526
1724,L1_S24_F1525,5,T5,79,1241525,1241524,1241526
1725,L1_S24_F1526,1,T1,6,1241526,1241525,1241527
1726,L1_S24_F1528,1,T1,132572,1241528,1241527,1241529
1727,L1_S24_F1529,1,T-2147483648,6,1241529,1241528,1241530
1728,L1_S24_F1530,5,T3,122237,1241530,1241529,1241531
1729,L1_S24_F1530,5,T2,8629,1241530,1241529,1241531
1730,L1_S24_F1530,5,T4,1452,1241530,1241529,1241531
1731,L1_S24_F1530,5,T1,175,1241530,1241529,1241531
1732,L1_S24_F1530,5,T5,79,1241530,1241529,1241531
1733,L1_S24_F1531,1,T1,6,1241531,1241530,1241532
1734,L1_S24_F1533,1,T1,132572,1241533,1241532,1241534
1735,L1_S24_F1534,1,T-2147483648,6,1241534,1241533,1241535
1736,L1_S24_F1535,1,T1,6,1241535,1241534,1241536
1737,L1_S24_F1537,1,T1,132570,1241537,1241536,1241538
1738,L1_S24_F1538,1,T-2147483648,6,1241538,1241537,1241539
1739,L1_S24_F1540,1,T1,6,1241540,1241539,1241541
1740,L1_S24_F1542,1,T1,132572,1241542,1241541,1241543
1741,L1_S24_F1543,1,T-2147483648,6,1241543,1241542,1241544
1742,L1_S24_F1545,1,T1,6,1241545,1241544,1241546
1743,L1_S24_F1547,1,T1,132572,1241547,1241546,1241548
1744,L1_S24_F1548,1,T-2147483648,6,1241548,1241547,1241549
1745,L1_S24_F1549,1,T1,6,1241549,1241548,1241550
1746,L1_S24_F1551,1,T1,132572,1241551,1241550,1241552
1747,L1_S24_F1552,1,T-2147483648,6,1241552,1241551,1241553
1748,L1_S24_F1553,1,T1,6,1241553,1241552,1241554
1749,L1_S24_F1555,1,T1,132572,1241555,1241554,1241556
1750,L1_S24_F1556,1,T-2147483648,6,1241556,1241555,1241557
1751,L1_S24_F1557,1,T1,6,1241557,1241556,1241558
1752,L1_S24_F1559,1,T1,130187,1241559,1241558,1241560
1753,L1_S24_F1560,1,T-2147483648,6,1241560,1241559,1241561
1754,L1_S24_F1577,1,T1,1,1241577,1241576,1241578
1755,L1_S24_F1580,1,T1,1,1241580,1241579,1241581
1756,L1_S24_F1582,1,T1,136,1241582,1241581,1241583
1757,L1_S24_F1584,1,T1,66583,1241584,1241583,1241585
1758,L1_S24_F1585,10,T1372,64,1241585,1241584,1241586
1759,L1_S24_F1585,10,T262144,34,1241585,1241584,1241586
1760,L1_S24_F1585,10,T24,20,1241585,1241584,1241586
1761,L1_S24_F1585,10,T8389632,9,1241585,1241584,1241586
1762,L1_S24_F1585,10,T748928,2,1241585,1241584,1241586
1763,L1_S24_F1585,10,T83888,2,1241585,1241584,1241586
1764,L1_S24_F1585,10,T618624,2,1241585,1241584,1241586
1765,L1_S24_F1585,10,T16,1,1241585,1241584,1241586
1766,L1_S24_F1585,10,T8768,1,1241585,1241584,1241586
1767,L1_S24_F1585,10,T8651776,1,1241585,1241584,1241586
1768,L1_S24_F1586,1,T1,136,1241586,1241585,1241587
1769,L1_S24_F1588,1,T1,66583,1241588,1241587,1241589
1770,L1_S24_F1589,10,T1372,64,1241589,1241588,1241590
1771,L1_S24_F1589,10,T262144,34,1241589,1241588,1241590
1772,L1_S24_F1589,10,T24,20,1241589,1241588,1241590
1773,L1_S24_F1589,10,T8389632,9,1241589,1241588,1241590
1774,L1_S24_F1589,10,T748928,2,1241589,1241588,1241590
1775,L1_S24_F1589,10,T83888,2,1241589,1241588,1241590
1776,L1_S24_F1589,10,T618624,2,1241589,1241588,1241590
1777,L1_S24_F1589,10,T16,1,1241589,1241588,1241590
1778,L1_S24_F1589,10,T8651776,1,1241589,1241588,1241590
1779,L1_S24_F1589,10,T8768,1,1241589,1241588,1241590
1780,L1_S24_F1590,1,T1,136,1241590,1241589,1241591
1781,L1_S24_F1592,1,T1,66583,1241592,1241591,1241593
1782,L1_S24_F1593,10,T1372,64,1241593,1241592,1241594
1783,L1_S24_F1593,10,T262144,34,1241593,1241592,1241594
1784,L1_S24_F1593,10,T24,20,1241593,1241592,1241594
1785,L1_S24_F1593,10,T8389632,9,1241593,1241592,1241594
1786,L1_S24_F1593,10,T748928,2,1241593,1241592,1241594
1787,L1_S24_F1593,10,T618624,2,1241593,1241592,1241594
1788,L1_S24_F1593,10,T83888,2,1241593,1241592,1241594
1789,L1_S24_F1593,10,T8651776,1,1241593,1241592,1241594
1790,L1_S24_F1593,10,T16,1,1241593,1241592,1241594
1791,L1_S24_F1593,10,T8768,1,1241593,1241592,1241594
1792,L1_S24_F1595,1,T1,136,1241595,1241594,1241596
1793,L1_S24_F1597,1,T1,66583,1241597,1241596,1241598
1794,L1_S24_F1598,10,T1372,64,1241598,1241597,1241599
1795,L1_S24_F1598,10,T262144,34,1241598,1241597,1241599
1796,L1_S24_F1598,10,T24,20,1241598,1241597,1241599
1797,L1_S24_F1598,10,T8389632,9,1241598,1241597,1241599
1798,L1_S24_F1598,10,T83888,2,1241598,1241597,1241599
1799,L1_S24_F1598,10,T748928,2,1241598,1241597,1241599
1800,L1_S24_F1598,10,T618624,2,1241598,1241597,1241599
1801,L1_S24_F1598,10,T8651776,1,1241598,1241597,1241599
1802,L1_S24_F1598,10,T16,1,1241598,1241597,1241599
1803,L1_S24_F1598,10,T8768,1,1241598,1241597,1241599
1804,L1_S24_F1600,1,T1,136,1241600,1241599,1241601
1805,L1_S24_F1602,1,T1,66583,1241602,1241601,1241603
1806,L1_S24_F1603,10,T1372,64,1241603,1241602,1241604
1807,L1_S24_F1603,10,T262144,34,1241603,1241602,1241604
1808,L1_S24_F1603,10,T24,20,1241603,1241602,1241604
1809,L1_S24_F1603,10,T8389632,9,1241603,1241602,1241604
1810,L1_S24_F1603,10,T748928,2,1241603,1241602,1241604
1811,L1_S24_F1603,10,T618624,2,1241603,1241602,1241604
1812,L1_S24_F1603,10,T83888,2,1241603,1241602,1241604
1813,L1_S24_F1603,10,T16,1,1241603,1241602,1241604
1814,L1_S24_F1603,10,T8651776,1,1241603,1241602,1241604
1815,L1_S24_F1603,10,T8768,1,1241603,1241602,1241604
1816,L1_S24_F1605,1,T1,136,1241605,1241604,1241606
1817,L1_S24_F1607,1,T1,66583,1241607,1241606,1241608
1818,L1_S24_F1608,10,T1372,64,1241608,1241607,1241609
1819,L1_S24_F1608,10,T262144,34,1241608,1241607,1241609
1820,L1_S24_F1608,10,T24,20,1241608,1241607,1241609
1821,L1_S24_F1608,10,T8389632,9,1241608,1241607,1241609
1822,L1_S24_F1608,10,T618624,2,1241608,1241607,1241609
1823,L1_S24_F1608,10,T748928,2,1241608,1241607,1241609
1824,L1_S24_F1608,10,T83888,2,1241608,1241607,1241609
1825,L1_S24_F1608,10,T16,1,1241608,1241607,1241609
1826,L1_S24_F1608,10,T8768,1,1241608,1241607,1241609
1827,L1_S24_F1608,10,T8651776,1,1241608,1241607,1241609
1828,L1_S24_F1610,1,T1,136,1241610,1241609,1241611
1829,L1_S24_F1612,1,T1,66583,1241612,1241611,1241613
1830,L1_S24_F1613,10,T1372,64,1241613,1241612,1241614
1831,L1_S24_F1613,10,T262144,34,1241613,1241612,1241614
1832,L1_S24_F1613,10,T24,20,1241613,1241612,1241614
1833,L1_S24_F1613,10,T8389632,9,1241613,1241612,1241614
1834,L1_S24_F1613,10,T748928,2,1241613,1241612,1241614
1835,L1_S24_F1613,10,T83888,2,1241613,1241612,1241614
1836,L1_S24_F1613,10,T618624,2,1241613,1241612,1241614
1837,L1_S24_F1613,10,T16,1,1241613,1241612,1241614
1838,L1_S24_F1613,10,T8651776,1,1241613,1241612,1241614
1839,L1_S24_F1613,10,T8768,1,1241613,1241612,1241614
1840,L1_S24_F1614,1,T1,136,1241614,1241613,1241615
1841,L1_S24_F1616,1,T1,66583,1241616,1241615,1241617
1842,L1_S24_F1617,10,T1372,64,1241617,1241616,1241618
1843,L1_S24_F1617,10,T262144,34,1241617,1241616,1241618
1844,L1_S24_F1617,10,T24,20,1241617,1241616,1241618
1845,L1_S24_F1617,10,T8389632,9,1241617,1241616,1241618
1846,L1_S24_F1617,10,T748928,2,1241617,1241616,1241618
1847,L1_S24_F1617,10,T83888,2,1241617,1241616,1241618
1848,L1_S24_F1617,10,T618624,2,1241617,1241616,1241618
1849,L1_S24_F1617,10,T16,1,1241617,1241616,1241618
1850,L1_S24_F1617,10,T8651776,1,1241617,1241616,1241618
1851,L1_S24_F1617,10,T8768,1,1241617,1241616,1241618
1852,L1_S24_F1618,1,T1,136,1241618,1241617,1241619
1853,L1_S24_F1620,1,T1,66583,1241620,1241619,1241621
1854,L1_S24_F1621,10,T1372,64,1241621,1241620,1241622
1855,L1_S24_F1621,10,T262144,34,1241621,1241620,1241622
1856,L1_S24_F1621,10,T24,20,1241621,1241620,1241622
1857,L1_S24_F1621,10,T8389632,9,1241621,1241620,1241622
1858,L1_S24_F1621,10,T748928,2,1241621,1241620,1241622
1859,L1_S24_F1621,10,T618624,2,1241621,1241620,1241622
1860,L1_S24_F1621,10,T83888,2,1241621,1241620,1241622
1861,L1_S24_F1621,10,T8651776,1,1241621,1241620,1241622
1862,L1_S24_F1621,10,T16,1,1241621,1241620,1241622
1863,L1_S24_F1621,10,T8768,1,1241621,1241620,1241622
1864,L1_S24_F1623,1,T1,136,1241623,1241622,1241624
1865,L1_S24_F1625,1,T1,66583,1241625,1241624,1241626
1866,L1_S24_F1626,10,T1372,64,1241626,1241625,1241627
1867,L1_S24_F1626,10,T262144,34,1241626,1241625,1241627
1868,L1_S24_F1626,10,T24,20,1241626,1241625,1241627
1869,L1_S24_F1626,10,T8389632,9,1241626,1241625,1241627
1870,L1_S24_F1626,10,T748928,2,1241626,1241625,1241627
1871,L1_S24_F1626,10,T83888,2,1241626,1241625,1241627
1872,L1_S24_F1626,10,T618624,2,1241626,1241625,1241627
1873,L1_S24_F1626,10,T8651776,1,1241626,1241625,1241627
1874,L1_S24_F1626,10,T8768,1,1241626,1241625,1241627
1875,L1_S24_F1626,10,T16,1,1241626,1241625,1241627
1876,L1_S24_F1628,1,T1,136,1241628,1241627,1241629
1877,L1_S24_F1630,1,T1,66583,1241630,1241629,1241631
1878,L1_S24_F1631,10,T1372,64,1241631,1241630,1241632
1879,L1_S24_F1631,10,T262144,34,1241631,1241630,1241632
1880,L1_S24_F1631,10,T24,20,1241631,1241630,1241632
1881,L1_S24_F1631,10,T8389632,9,1241631,1241630,1241632
1882,L1_S24_F1631,10,T748928,2,1241631,1241630,1241632
1883,L1_S24_F1631,10,T83888,2,1241631,1241630,1241632
1884,L1_S24_F1631,10,T618624,2,1241631,1241630,1241632
1885,L1_S24_F1631,10,T16,1,1241631,1241630,1241632
1886,L1_S24_F1631,10,T8651776,1,1241631,1241630,1241632
1887,L1_S24_F1631,10,T8768,1,1241631,1241630,1241632
1888,L1_S24_F1633,1,T1,136,1241633,1241632,1241634
1889,L1_S24_F1635,1,T1,66583,1241635,1241634,1241636
1890,L1_S24_F1636,10,T1372,64,1241636,1241635,1241637
1891,L1_S24_F1636,10,T262144,34,1241636,1241635,1241637
1892,L1_S24_F1636,10,T24,20,1241636,1241635,1241637
1893,L1_S24_F1636,10,T8389632,9,1241636,1241635,1241637
1894,L1_S24_F1636,10,T748928,2,1241636,1241635,1241637
1895,L1_S24_F1636,10,T618624,2,1241636,1241635,1241637
1896,L1_S24_F1636,10,T83888,2,1241636,1241635,1241637
1897,L1_S24_F1636,10,T8651776,1,1241636,1241635,1241637
1898,L1_S24_F1636,10,T16,1,1241636,1241635,1241637
1899,L1_S24_F1636,10,T8768,1,1241636,1241635,1241637
1900,L1_S24_F1638,1,T1,136,1241638,1241637,1241639
1901,L1_S24_F1640,1,T1,66583,1241640,1241639,1241641
1902,L1_S24_F1641,10,T1372,64,1241641,1241640,1241642
1903,L1_S24_F1641,10,T262144,34,1241641,1241640,1241642
1904,L1_S24_F1641,10,T24,20,1241641,1241640,1241642
1905,L1_S24_F1641,10,T8389632,9,1241641,1241640,1241642
1906,L1_S24_F1641,10,T83888,2,1241641,1241640,1241642
1907,L1_S24_F1641,10,T618624,2,1241641,1241640,1241642
1908,L1_S24_F1641,10,T748928,2,1241641,1241640,1241642
1909,L1_S24_F1641,10,T8651776,1,1241641,1241640,1241642
1910,L1_S24_F1641,10,T16,1,1241641,1241640,1241642
1911,L1_S24_F1641,10,T8768,1,1241641,1241640,1241642
1912,L1_S24_F1643,1,T1,136,1241643,1241642,1241644
1913,L1_S24_F1645,1,T1,66583,1241645,1241644,1241646
1914,L1_S24_F1646,10,T1372,64,1241646,1241645,1241647
1915,L1_S24_F1646,10,T262144,34,1241646,1241645,1241647
1916,L1_S24_F1646,10,T24,20,1241646,1241645,1241647
1917,L1_S24_F1646,10,T8389632,9,1241646,1241645,1241647
1918,L1_S24_F1646,10,T748928,2,1241646,1241645,1241647
1919,L1_S24_F1646,10,T83888,2,1241646,1241645,1241647
1920,L1_S24_F1646,10,T618624,2,1241646,1241645,1241647
1921,L1_S24_F1646,10,T8651776,1,1241646,1241645,1241647
1922,L1_S24_F1646,10,T8768,1,1241646,1241645,1241647
1923,L1_S24_F1646,10,T16,1,1241646,1241645,1241647
1924,L1_S24_F1648,1,T1,136,1241648,1241647,1241649
1925,L1_S24_F1650,1,T1,66583,1241650,1241649,1241651
1926,L1_S24_F1651,10,T1372,64,1241651,1241650,1241652
1927,L1_S24_F1651,10,T262144,34,1241651,1241650,1241652
1928,L1_S24_F1651,10,T24,20,1241651,1241650,1241652
1929,L1_S24_F1651,10,T8389632,9,1241651,1241650,1241652
1930,L1_S24_F1651,10,T618624,2,1241651,1241650,1241652
1931,L1_S24_F1651,10,T748928,2,1241651,1241650,1241652
1932,L1_S24_F1651,10,T83888,2,1241651,1241650,1241652
1933,L1_S24_F1651,10,T16,1,1241651,1241650,1241652
1934,L1_S24_F1651,10,T8651776,1,1241651,1241650,1241652
